"data_as_of","start_week","end_week","state","sex","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_and_covid","footnote"
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","25-34 years",,"138",,,,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","35-44 years",,"225","14",,,"20","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","45-54 years","34","517","52","19",,"76","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","55-64 years","80","1316","117","35","22","184",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","65-74 years","183","2324","269","95","28","385",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","75-84 years","218","3241","332","114","26","462",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female","85 years and over","291","5406","466","139","22","640",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Female Total","Female, all ages","820","13307","1256","407","114","1783",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan","Unknown","All ages",,,,,"0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Michigan Total","All sexes","All Ages","1851","26994","2657","892","221","3834",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","Under 1 year","0","37","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","1-4 years","0","11",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","5-14 years","0",,,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","15-24 years","0","47",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","25-34 years","0","107",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","35-44 years",,"145",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","45-54 years",,"297","19",,,"24","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","55-64 years",,"770","45",,,"57","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","65-74 years","23","1187","82",,"15","112","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","75-84 years","24","1478","130","12","13","155",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male","85 years and over","34","1624","134","14","10","164",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Male Total","Male, all ages","90","5710","422","38","56","529",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","Under 1 year","0","24","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","5-14 years","0",,,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","15-24 years","0","21",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","25-34 years","0","54",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","35-44 years","0","102",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","45-54 years",,"184","11","0",,"16","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","55-64 years",,"484","37",,"12","53","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","65-74 years",,"852","61",,"11","74","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","75-84 years","23","1346","94",,"11","123","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female","85 years and over","43","2561","198","11","15","245",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Female Total","Female, all ages","79","5642","410","22","57","524",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota","Unknown","All ages","0","0","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Minnesota Total","All sexes","All Ages","169","11352","832","60","113","1053",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","Under 1 year","0","21","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","5-14 years","0","16",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","15-24 years","0","56",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","25-34 years",,"124",,,,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","35-44 years",,"187","14",,,"17","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","45-54 years",,"319","16",,,"23","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","55-64 years","15","755","84",,,"97","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","65-74 years","38","1011","106","19",,"133","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","75-84 years","26","994","79",,,"103","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male","85 years and over","14","717","67",,,"73","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Male Total","Male, all ages","104","4208","374","51","28","455",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","Under 1 year","0","14","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","1-4 years","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","5-14 years","0","11","0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","15-24 years","0","18","0","0","0","0",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","25-34 years","0","43",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","35-44 years",,"117",,"0",,"12","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","45-54 years",,"229","24",,,"29","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","55-64 years","10","476","53",,,"63","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","65-74 years","22","772","81","10",,"94","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","75-84 years","19","1011","94",,,"111","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female","85 years and over","25","1159","101","13",,"116","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Female Total","Female, all ages","82","3855","363","39","23","429",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi","Unknown","All ages","0",,"0","0","0","0","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Mississippi Total","All sexes","All Ages","186","8064","737","90","51","884",
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Missouri","Male","Under 1 year","0","35",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Missouri","Male","1-4 years","0",,"0","0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Missouri","Male","5-14 years","0","10",,"0","0",,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Missouri","Male","15-24 years","0","87",,"0",,,"One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
"2020-05-01T00:00:00.000","2020-02-01T00:00:00.000","2020-04-25T00:00:00.000","Missouri","Male","25-34 years","0","175",,"0",,"11","One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards."
